3,0.45711372622917507,26,0.3269230769230769,14.0,0,1.167608102413054,5,6.5,0,0,1,0,1,0,0
3,1.1304843377971847,66,0.3076923076923077,13.0,0,0.5909603388768364,7,9.5,0,0,0,1,0,0,1
3,1.37534637836737,54,0.34615384615384615,4.0,1,0.40035516564093643,11,6.0,1,0,0,0,0,1,0
3,1.1304843377971847,25,0.09615384615384616,12.0,1,0.634450533333476,11,8.5,0,0,1,0,1,0,0
3,0.7631912769419068,27,0.38461538461538464,1.0,0,1.138614639441961,5,7.5,0,1,0,0,0,1,0
3,0.9468378073695458,54,0.2884615384615385,19.0,1,0.7654580326843528,6,5.0,1,0,0,0,0,0,1
1,2.477225560933204,78,0.7884615384615385,95.0,1,0.6661285762093038,7,1.5,0,0,1,0,0,1,0
0,0.02860515523135069,65,0.2884615384615385,39.0,1,0.20223316867178415,4,7.0,0,0,1,0,0,0,1
1,-2.1139376997577712,75,0.46153846153846156,62.0,1,-1.1432782795794005,1,5.0,0,0,1,0,1,0,0
3,0.5795447465142678,46,0.038461538461538464,0.0,0,0.9721706853486426,11,5.5,0,0,1,0,0,0,1
0,0.8244067870844531,51,0.23076923076923078,43.0,1,0.054581273911578014,4,7.0,0,1,0,0,0,1,0
2,-1.6242136186174005,93,0.2692307692307693,89.0,3,-1.0987142531608693,1,2.5,0,0,0,1,0,0,1
3,0.27346719580153606,30,0.3653846153846154,4.0,0,0.4524360157927136,10,8.5,0,0,0,1,0,1,0
2,-1.6242136186174005,87,0.17307692307692307,55.0,3,-1.2683797031398683,0,2.0,0,0,0,1,0,1,0
2,-1.4405670881897614,66,0.038461538461538464,97.0,3,-0.8383100024019592,0,2.0,0,0,0,1,0,1,0
2,-1.1344895374770299,79,0.34615384615384615,92.0,3,-0.5247510695293743,2,4.5,0,0,0,1,0,1,0
1,-0.15504137519628833,80,0.3653846153846154,63.0,3,0.37189861865078294,3,2.5,0,0,0,1,0,1,0
3,0.7631912769419068,36,0.21153846153846156,19.0,1,0.47874489885907806,9,8.5,1,0,0,0,0,0,1
1,0.8856222972269995,63,0.5961538461538461,94.0,3,0.3547173072605078,2,4.0,1,0,0,0,0,1,0
2,-1.3793515780472152,70,0.7115384615384616,85.0,1,-1.0981773371799237,1,1.5,0,0,0,1,0,1,0
3,0.39589821608662873,32,0.0,1.0,1,0.6586117524760576,10,7.5,0,0,0,1,1,0,0
2,-0.9508430070493907,66,0.09615384615384616,76.0,3,-1.2630105433304049,1,1.5,0,0,0,1,0,1,0
0,1.0692688276546385,76,0.13461538461538464,85.0,3,0.08250090492077965,6,1.5,0,1,0,0,1,0,0
3,1.9875014797928334,98,0.34615384615384615,98.0,0,0.8320356143216826,1,7.0,1,0,0,0,0,0,1
1,0.15103617551644336,86,0.3653846153846154,58.0,1,-0.4485090002350155,1,3.0,0,1,0,0,0,0,1
2,-1.3793515780472152,84,0.75,71.0,1,-1.3279773770248977,8,0.5,0,0,0,1,0,1,0
3,1.1916998479397312,44,0.23076923076923078,2.0,0,0.2333742955666662,8,5.5,0,1,0,0,0,1,0
2,-0.8896274969068444,77,0.5,76.0,3,-1.2275740885879571,1,2.5,0,0,0,1,0,0,1
2,-1.0732740273344834,92,0.13461538461538464,95.0,3,-0.5977716429380587,1,4.0,0,0,0,1,0,1,0
3,1.0692688276546385,36,0.34615384615384615,19.0,0,0.25538785078545884,7,7.5,1,0,0,0,1,0,0
2,0.8856222972269995,30,0.21153846153846156,92.0,2,0.08250090492077965,10,7.5,0,1,0,0,0,1,0
3,1.2529153580822774,27,0.07692307692307693,17.0,1,1.21056138088876,7,5.5,0,0,0,1,0,1,0
1,0.39589821608662873,65,0.7115384615384616,93.0,3,0.18344110933866578,3,1.5,0,1,0,0,0,1,0
2,-0.8896274969068444,71,0.7307692307692308,61.0,3,-1.3843535550242465,0,4.0,0,0,0,1,0,1,0
0,0.21225168565898972,76,0.3653846153846154,31.0,1,-0.035620610887381596,1,7.5,0,0,1,0,0,0,1
0,0.15103617551644336,56,0.4807692307692308,16.0,3,0.08089015697794251,3,6.0,0,0,1,0,1,0,0
3,1.5589929087950092,51,0.38461538461538464,1.0,0,0.9372711465871405,7,6.5,1,0,0,0,1,0,0
2,-1.195705047619576,94,0.46153846153846156,92.0,3,-1.2409969881116123,1,3.5,0,0,0,1,0,0,1
2,-1.2569205577621225,92,0.7115384615384616,56.0,3,-1.1899899699217205,1,2.0,0,0,0,1,0,0,1
3,0.8244067870844531,42,0.0,16.0,0,0.6602225004188949,6,9.5,0,0,0,1,0,0,1
2,1.5589929087950092,61,0.3653846153846154,51.0,1,0.08250090492077965,7,10.0,0,0,0,1,0,0,1
1,0.9468378073695458,71,0.6538461538461539,77.0,3,-0.037231358830224846,3,4.5,0,0,0,1,0,1,0
3,0.08982066537389703,62,0.23076923076923078,1.0,0,1.0194192916719023,7,10.0,1,0,0,0,1,0,0
2,-1.6854291287599468,61,0.11538461538461539,51.0,3,-0.8544174818303429,1,5.0,0,0,0,1,0,0,1
1,0.8244067870844531,69,0.4807692307692308,59.0,3,-0.7905244800977478,2,3.5,0,1,0,0,0,0,1
2,-1.6854291287599468,96,0.0,99.0,3,-0.5612613562337195,1,4.5,0,0,0,1,0,1,0
0,0.8856222972269995,59,0.21153846153846156,23.0,1,0.4186103089931029,4,8.0,1,0,0,0,1,0,0
1,-0.46111892590902004,75,0.6346153846153847,96.0,3,-0.3073000972461641,3,4.5,1,0,0,0,0,0,1
0,0.8856222972269995,56,0.3653846153846154,46.0,3,0.07015183735901598,3,6.0,0,0,0,1,0,0,1
2,-1.6242136186174005,79,0.7692307692307693,96.0,3,-0.7030071752035167,1,3.0,0,0,0,1,0,0,1
1,0.15103617551644336,100,0.9615384615384616,79.0,1,0.6269337096002299,5,2.5,0,0,1,0,0,1,0
3,0.27346719580153606,74,0.23076923076923078,71.0,1,0.8561968334642581,5,3.0,0,1,0,0,0,0,1
2,-1.7466446389024932,96,0.07692307692307693,59.0,3,-0.6299866017948322,1,3.0,0,0,0,1,0,0,1
3,1.008053317512092,21,0.07692307692307693,9.0,0,0.3670663748222715,7,7.5,0,0,1,0,0,1,0
1,0.15103617551644336,86,0.3653846153846154,54.0,3,-0.5580398603480392,0,2.5,0,1,0,0,1,0,0
1,-0.032610354911195655,77,0.5961538461538461,64.0,3,0.5200874293919348,2,2.0,0,0,1,0,0,1,0
1,0.02860515523135069,80,0.34615384615384615,70.0,1,-0.09843978065809138,7,3.0,0,0,1,0,1,0,0
2,-1.1344895374770299,89,0.576923076923077,96.0,3,-0.4715963874156996,1,2.0,0,0,0,1,0,1,0
0,-0.5223344360515664,69,0.40384615384615385,10.0,1,0.08787006473024292,1,7.0,0,0,1,0,1,0,0
0,-0.33868790562392737,75,0.2692307692307693,16.0,3,0.5963294986862997,4,6.0,0,0,0,1,0,0,1
0,0.08982066537389703,77,0.34615384615384615,21.0,3,0.45189909981176785,1,7.5,0,0,1,0,0,0,1
0,-0.09382586505374199,75,0.17307692307692307,11.0,1,-0.16072203444784935,2,5.5,0,0,1,0,0,1,0
0,0.39589821608662873,74,0.19230769230769232,14.0,3,0.7321692418656879,3,8.5,0,0,1,0,0,0,1
3,0.5795447465142678,54,0.11538461538461539,18.0,1,0.46532199933542295,8,9.0,0,0,1,0,0,0,1
1,0.02860515523135069,60,0.5384615384615385,77.0,3,0.4744495710115123,3,4.5,0,0,1,0,1,0,0
